MeasurementDate	metric	metrictype	Agency	numerator	denominator
2015-02-09	OnTimePerformance	Count	MID	6.00	6.00
2014-12-19	OnTimePerformance	Count	PVT	21.00	12.00
2014-10-24	OnTimePerformance	Count	ND2	4.00	4.00
2015-09-22	OnTimePerformance	Count	SE2	4.00	2.00
2015-10-26	OnTimePerformance	Count	BR7	2.00	2.00
2014-10-28	OnTimePerformance	Count	LOG	406.00	294.00
2014-10-11	OnTimePerformance	Count	PVT	1.00	1.00
2015-02-04	OnTimePerformance	Count	SR3	4.00	3.00
2014-10-23	OnTimePerformance	Count	FAC	3.00	2.00
2015-07-27	OnTimePerformance	Count	CDR	11.00	6.00
2015-07-09	OnTimePerformance	Count	PVT	12.00	4.00
2015-05-06	OnTimePerformance	Count	SY4	2.00	1.00
2015-07-08	OnTimePerformance	Count	WC1	3.00	3.00
2015-04-03	OnTimePerformance	Count	PB1	2.00	0.00
2015-07-06	OnTimePerformance	Count	PVT	18.00	11.00
2015-01-14	OnTimePerformance	Count	ND2	2.00	1.00
2014-12-04	OnTimePerformance	Count	PVT	6.00	4.00
2015-02-06	OnTimePerformance	Count	CDS	9.00	8.00
2015-03-25	OnTimePerformance	Count	SR3	2.00	1.00
2015-08-12	OnTimePerformance	Count	CDR	25.00	22.00
2015-03-28	OnTimePerformance	Count	PVT	1.00	0.00
2015-09-16	OnTimePerformance	Count	SG2	2.00	0.00
2014-10-23	OnTimePerformance	Count	ND2	1.00	0.00
2015-10-30	OnTimePerformance	Count	CDS	9.00	5.00
2014-10-13	OnTimePerformance	Count	PVT	8.00	4.00
2015-03-02	OnTimePerformance	Count	SY4	2.00	1.00
2015-06-24	OnTimePerformance	Count	PB1	2.00	2.00
2015-11-03	OnTimePerformance	Count	CDR	40.00	31.00
2015-10-16	OnTimePerformance	Count	PVT	10.00	5.00
2015-03-13	OnTimePerformance	Count	CDR	6.00	6.00
2015-05-12	OnTimePerformance	Count	FAC	1.00	1.00
2015-10-03	OnTimePerformance	Count	SR1	2.00	2.00
2015-02-25	OnTimePerformance	Count	MR5	6.00	3.00
2015-04-16	OnTimePerformance	Count	PVT	8.00	3.00
2015-02-09	OnTimePerformance	Count	PB1	1.00	1.00
2015-08-08	OnTimePerformance	Count	PVT	8.00	4.00
2015-01-23	OnTimePerformance	Count	PVT	10.00	8.00
2015-01-02	OnTimePerformance	Count	LOG	381.00	283.00
2015-02-20	OnTimePerformance	Count	SR3	1.00	1.00
2015-10-01	OnTimePerformance	Count	CDR	36.00	24.00
2015-08-25	OnTimePerformance	Count	MR4	2.00	0.00
2015-03-05	OnTimePerformance	Count	ND2	2.00	0.00
2015-02-03	OnTimePerformance	Count	SR3	4.00	2.00
2015-06-23	OnTimePerformance	Count	CDR	11.00	8.00
2014-12-27	OnTimePerformance	Count	MRC	1.00	0.00
2015-05-14	OnTimePerformance	Count	SR3	2.00	1.00
2015-02-23	OnTimePerformance	Count	MID	8.00	6.00
2015-01-20	OnTimePerformance	Count	SR3	4.00	3.00
2015-04-21	OnTimePerformance	Count	SY4	4.00	1.00
2015-03-26	OnTimePerformance	Count	LOG	458.00	374.00
2015-07-30	OnTimePerformance	Count	SY4	2.00	0.00
2015-01-12	OnTimePerformance	Count	ND2	1.00	1.00
2015-10-28	OnTimePerformance	Count	LOG	400.00	283.00
2015-10-20	OnTimePerformance	Count	KE3	2.00	2.00
2015-08-21	OnTimePerformance	Count	BR3	2.00	0.00
2015-05-28	OnTimePerformance	Count	SE2	4.00	3.00
2015-08-06	OnTimePerformance	Count	LOG	458.00	329.00
2015-05-28	OnTimePerformance	Count	MRC	2.00	0.00
2015-07-01	OnTimePerformance	Count	BR7	2.00	1.00
2015-01-19	OnTimePerformance	Count	HE6	2.00	2.00
2014-10-20	OnTimePerformance	Count	BR7	4.00	2.00
2015-07-02	OnTimePerformance	Count	ND2	4.00	2.00
2015-03-25	OnTimePerformance	Count	LE2	1.00	0.00
2015-07-10	OnTimePerformance	Count	CDR	30.00	21.00
2014-10-24	OnTimePerformance	Count	MP1	3.00	2.00
2015-10-11	OnTimePerformance	Count	LOG	44.00	24.00
2015-04-28	OnTimePerformance	Count	CDS	29.00	18.00
2015-09-04	OnTimePerformance	Count	SE2	5.00	4.00
2015-11-20	OnTimePerformance	Count	PVT	15.00	10.00
2014-12-01	OnTimePerformance	Count	PVT	8.00	4.00
2015-04-17	OnTimePerformance	Count	CDR	5.00	3.00
2015-03-11	OnTimePerformance	Count	PVT	12.00	3.00
2014-10-22	OnTimePerformance	Count	BR7	4.00	2.00
2015-07-22	OnTimePerformance	Count	LOG	453.00	279.00
2015-06-02	OnTimePerformance	Count	CDP	2.00	2.00
2014-12-10	OnTimePerformance	Count	SE2	1.00	0.00
2015-06-25	OnTimePerformance	Count	CDR	18.00	10.00
2015-10-08	OnTimePerformance	Count	HL1	1.00	0.00
2015-09-01	OnTimePerformance	Count	SR1	2.00	0.00
2015-07-26	OnTimePerformance	Count	PVT	1.00	0.00
2015-06-04	OnTimePerformance	Count	MID	19.00	18.00
2015-02-13	OnTimePerformance	Count	SR1	2.00	1.00
2015-07-24	OnTimePerformance	Count	CR5	2.00	2.00
2015-08-14	OnTimePerformance	Count	PB1	2.00	1.00
2015-09-28	OnTimePerformance	Count	CDS	7.00	4.00
2015-03-10	OnTimePerformance	Count	CDS	27.00	16.00
2015-08-15	OnTimePerformance	Count	SR1	2.00	1.00
2015-05-04	OnTimePerformance	Count	MID	18.00	16.00
2015-03-27	OnTimePerformance	Count	CDS	27.00	20.00
2015-09-09	OnTimePerformance	Count	LOG	467.00	318.00
2015-08-06	OnTimePerformance	Count	MP1	2.00	2.00
2015-11-23	OnTimePerformance	Count	SR1	2.00	0.00
2015-10-26	OnTimePerformance	Count	SE2	2.00	1.00
2015-02-24	OnTimePerformance	Count	PVT	18.00	12.00
2015-10-29	OnTimePerformance	Count	CDS	8.00	4.00
2015-10-03	OnTimePerformance	Count	SY4	2.00	0.00
2015-01-17	OnTimePerformance	Count	LOG	109.00	48.00
2015-07-21	OnTimePerformance	Count	CDS	9.00	6.00
2014-10-26	OnTimePerformance	Count	LOG	68.00	47.00
2014-12-30	OnTimePerformance	Count	ND2	1.00	1.00
2015-08-07	OnTimePerformance	Count	CDS	3.00	2.00
2014-11-25	OnTimePerformance	Count	SE2	10.00	7.00
2015-05-18	OnTimePerformance	Count	MR4	2.00	2.00
2015-04-29	OnTimePerformance	Count	CDS	40.00	28.00
2014-11-07	OnTimePerformance	Count	BR7	2.00	2.00
2014-10-16	OnTimePerformance	Count	RR6	1.00	0.00
2014-12-03	OnTimePerformance	Count	MID	1.00	1.00
2015-03-13	OnTimePerformance	Count	MID	8.00	8.00
2015-10-02	OnTimePerformance	Count	CDR	33.00	20.00
2015-02-26	OnTimePerformance	Count	KE3	4.00	2.00
2014-10-22	OnTimePerformance	Count	ND2	2.00	0.00
2015-06-24	OnTimePerformance	Count	CDR	21.00	12.00
2015-01-29	OnTimePerformance	Count	BR7	4.00	3.00
2015-01-03	OnTimePerformance	Count	LOG	98.00	73.00
2015-02-24	OnTimePerformance	Count	MID	8.00	8.00
2015-06-06	OnTimePerformance	Count	PVT	8.00	6.00
2015-03-12	OnTimePerformance	Count	SR3	2.00	0.00
2014-10-31	OnTimePerformance	Count	PB1	2.00	0.00
2015-08-07	OnTimePerformance	Count	LOG	392.00	298.00
2015-06-29	OnTimePerformance	Count	SE2	2.00	2.00
2015-07-07	OnTimePerformance	Count	MID	8.00	8.00
2015-08-31	OnTimePerformance	Count	VA1	2.00	2.00
2015-10-15	OnTimePerformance	Count	MR4	2.00	2.00
2015-02-05	OnTimePerformance	Count	CDS	9.00	6.00
2014-10-21	OnTimePerformance	Count	FAC	2.00	2.00
2015-07-07	OnTimePerformance	Count	PVT	16.00	10.00
2015-02-24	OnTimePerformance	Count	MR5	2.00	2.00
2015-09-09	OnTimePerformance	Count	CDS	7.00	4.00
2014-10-23	OnTimePerformance	Count	SE2	4.00	3.00
2015-06-25	OnTimePerformance	Count	KE3	1.00	1.00
2015-03-03	OnTimePerformance	Count	BR7	2.00	2.00
2015-04-15	OnTimePerformance	Count	PVT	15.00	11.00
2015-05-01	OnTimePerformance	Count	WC1	2.00	1.00
2014-11-10	OnTimePerformance	Count	ND2	2.00	1.00
2015-11-04	OnTimePerformance	Count	CDR	42.00	30.00
2014-11-24	OnTimePerformance	Count	ND2	3.00	1.00
2015-02-18	OnTimePerformance	Count	MP1	2.00	2.00
2015-05-15	OnTimePerformance	Count	SR3	4.00	1.00
2015-06-16	OnTimePerformance	Count	LOG	530.00	411.00
2015-04-07	OnTimePerformance	Count	SE2	6.00	3.00
2015-02-05	OnTimePerformance	Count	PVT	16.00	8.00
2014-12-11	OnTimePerformance	Count	ND2	2.00	0.00
2014-10-30	OnTimePerformance	Count	MID	17.00	16.00
2015-05-21	OnTimePerformance	Count	SR1	2.00	2.00
2015-07-22	OnTimePerformance	Count	WC1	2.00	1.00
2015-01-26	OnTimePerformance	Count	PB1	1.00	1.00
2015-02-10	OnTimePerformance	Count	SR1	2.00	1.00
2015-11-20	OnTimePerformance	Count	CDR	49.00	31.00
2015-04-14	OnTimePerformance	Count	PVT	8.00	2.00
2015-04-30	OnTimePerformance	Count	WC1	2.00	2.00
2015-07-23	OnTimePerformance	Count	PVT	22.00	16.00
2015-05-01	OnTimePerformance	Count	PVT	8.00	3.00
2015-07-28	OnTimePerformance	Count	PB1	2.00	1.00
2015-03-27	OnTimePerformance	Count	HE6	2.00	1.00
2015-02-25	OnTimePerformance	Count	CDR	10.00	6.00
2015-02-07	OnTimePerformance	Count	PVT	3.00	2.00
2015-01-21	OnTimePerformance	Count	PVT	7.00	3.00
2014-12-09	OnTimePerformance	Count	SE2	2.00	1.00
2015-10-20	OnTimePerformance	Count	SR1	2.00	2.00
2015-08-20	OnTimePerformance	Count	SE2	8.00	5.00
2015-03-03	OnTimePerformance	Count	SY4	7.00	7.00
2015-07-08	OnTimePerformance	Count	CDR	22.00	10.00
2015-11-11	OnTimePerformance	Count	SE2	2.00	1.00
2015-05-20	OnTimePerformance	Count	CR5	2.00	1.00
2015-02-26	OnTimePerformance	Count	PB1	2.00	0.00
2014-12-16	OnTimePerformance	Count	SR3	2.00	1.00
2015-08-11	OnTimePerformance	Count	PVT	13.00	6.00
2014-12-17	OnTimePerformance	Count	LOG	379.00	270.00
2015-09-25	OnTimePerformance	Count	CDS	6.00	3.00
2015-03-26	OnTimePerformance	Count	SR3	2.00	2.00
2015-09-15	OnTimePerformance	Count	CDR	34.00	22.00
2014-10-22	OnTimePerformance	Count	SE2	6.00	3.00
2015-05-15	OnTimePerformance	Count	CDP	2.00	2.00
2015-01-30	OnTimePerformance	Count	SE2	2.00	1.00
2015-01-08	OnTimePerformance	Count	SR1	2.00	1.00
2015-04-24	OnTimePerformance	Count	TL1	2.00	1.00
2015-10-14	OnTimePerformance	Count	CDS	8.00	7.00
2014-12-19	OnTimePerformance	Count	MID	1.00	0.00
2015-03-04	OnTimePerformance	Count	SE2	2.00	1.00
2015-11-13	OnTimePerformance	Count	MP1	2.00	0.00
2015-08-25	OnTimePerformance	Count	PVT	11.00	7.00
2015-02-23	OnTimePerformance	Count	SR3	2.00	2.00
2015-04-08	OnTimePerformance	Count	ND2	4.00	4.00
2015-05-01	OnTimePerformance	Count	MR5	2.00	2.00
2014-11-18	OnTimePerformance	Count	MID	1.00	1.00
2015-10-01	OnTimePerformance	Count	SR1	2.00	1.00
2015-10-12	OnTimePerformance	Count	LOG	194.00	142.00
2015-04-16	OnTimePerformance	Count	CDR	9.00	8.00
2015-02-26	OnTimePerformance	Count	MID	4.00	2.00
2015-02-11	OnTimePerformance	Count	KE3	2.00	0.00
2015-11-24	OnTimePerformance	Count	SY4	2.00	1.00
2014-11-14	OnTimePerformance	Count	HE6	2.00	1.00
2014-11-28	OnTimePerformance	Count	LOG	129.00	78.00
2015-07-21	OnTimePerformance	Count	HE6	2.00	2.00
2014-10-20	OnTimePerformance	Count	SE2	4.00	0.00
2015-05-05	OnTimePerformance	Count	CDR	43.00	29.00
2015-07-23	OnTimePerformance	Count	LOG	538.00	374.00
2014-11-11	OnTimePerformance	Count	LOG	332.00	240.00
2014-11-06	OnTimePerformance	Count	BR7	4.00	3.00
2015-02-11	OnTimePerformance	Count	CDR	3.00	3.00
2015-06-22	OnTimePerformance	Count	MID	2.00	0.00
2015-10-07	OnTimePerformance	Count	TL1	2.00	2.00
2014-10-27	OnTimePerformance	Count	MP1	1.00	0.00
2015-01-07	OnTimePerformance	Count	PB1	4.00	3.00
2015-05-19	OnTimePerformance	Count	CDR	42.00	30.00
2015-02-02	OnTimePerformance	Count	LOG	95.00	58.00
2015-04-17	OnTimePerformance	Count	PB1	3.00	3.00
2015-08-18	OnTimePerformance	Count	BR7	2.00	1.00
2015-10-31	OnTimePerformance	Count	LOG	48.00	36.00
2015-09-01	OnTimePerformance	Count	KE3	2.00	2.00
2015-06-22	OnTimePerformance	Count	PVT	16.00	7.00
2014-12-11	OnTimePerformance	Count	SE2	6.00	3.00
2015-10-14	OnTimePerformance	Count	LOG	425.00	306.00
2014-10-27	OnTimePerformance	Count	LOG	409.00	292.00
2015-04-06	OnTimePerformance	Count	SE2	3.00	2.00
2015-04-13	OnTimePerformance	Count	WC1	2.00	2.00
2015-09-08	OnTimePerformance	Count	CDS	8.00	4.00
2015-10-20	OnTimePerformance	Count	CDR	44.00	35.00
2015-04-28	OnTimePerformance	Count	LOG	531.00	402.00
2015-02-23	OnTimePerformance	Count	MR5	2.00	2.00
2015-11-16	OnTimePerformance	Count	CDS	7.00	6.00
2015-10-26	OnTimePerformance	Count	ND2	2.00	2.00
2015-02-04	OnTimePerformance	Count	LOG	437.00	350.00
2015-02-23	OnTimePerformance	Count	CR5	1.00	0.00
2014-11-26	OnTimePerformance	Count	SE2	5.00	3.00
2015-05-09	OnTimePerformance	Count	MRC	1.00	0.00
2015-04-23	OnTimePerformance	Count	CDY	4.00	4.00
2015-04-09	OnTimePerformance	Count	TL1	2.00	0.00
2015-09-08	OnTimePerformance	Count	LOG	439.00	321.00
2015-08-12	OnTimePerformance	Count	SK2	2.00	1.00
2015-10-27	OnTimePerformance	Count	BR3	1.00	1.00
2015-01-23	OnTimePerformance	Count	MID	8.00	8.00
2015-09-29	OnTimePerformance	Count	PVT	11.00	7.00
2015-04-08	OnTimePerformance	Count	SE2	8.00	5.00
2015-07-08	OnTimePerformance	Count	PVT	18.00	10.00
2014-11-05	OnTimePerformance	Count	PR1	1.00	1.00
2014-11-27	OnTimePerformance	Count	LOG	70.00	29.00
2015-02-10	OnTimePerformance	Count	CDR	2.00	0.00
2015-10-08	OnTimePerformance	Count	SE2	5.00	3.00
2014-11-29	OnTimePerformance	Count	SR3	2.00	1.00
2015-07-08	OnTimePerformance	Count	MID	10.00	8.00
2015-03-09	OnTimePerformance	Count	CDS	33.00	20.00
2015-02-28	OnTimePerformance	Count	SY4	2.00	2.00
2014-11-12	OnTimePerformance	Count	SR3	1.00	1.00
2014-12-05	OnTimePerformance	Count	SR1	2.00	2.00
2014-11-24	OnTimePerformance	Count	SE2	4.00	2.00
2015-05-12	OnTimePerformance	Count	CDY	4.00	2.00
2014-11-11	OnTimePerformance	Count	HE6	2.00	2.00
2015-04-30	OnTimePerformance	Count	PVT	6.00	2.00
2014-12-12	OnTimePerformance	Count	FE4	2.00	1.00
2015-06-05	OnTimePerformance	Count	PB1	2.00	2.00
2015-04-27	OnTimePerformance	Count	MP1	4.00	2.00
2015-04-18	OnTimePerformance	Count	KE3	2.00	1.00
2014-11-15	OnTimePerformance	Count	MID	1.00	1.00
2015-02-05	OnTimePerformance	Count	FA1	3.00	1.00
2014-11-15	OnTimePerformance	Count	PVT	3.00	0.00
2015-01-17	OnTimePerformance	Count	BR3	1.00	1.00
2015-05-05	OnTimePerformance	Count	KE3	3.00	3.00
2015-05-26	OnTimePerformance	Count	SE2	4.00	1.00
2015-09-10	OnTimePerformance	Count	CDS	7.00	6.00
2015-06-17	OnTimePerformance	Count	LOG	532.00	404.00
2015-08-31	OnTimePerformance	Count	CDR	4.00	3.00
2015-11-18	OnTimePerformance	Count	PVT	18.00	16.00
2014-12-02	OnTimePerformance	Count	PVT	13.00	5.00
2015-09-23	OnTimePerformance	Count	ND2	2.00	1.00
2015-09-19	OnTimePerformance	Count	SE2	4.00	0.00
2015-03-06	OnTimePerformance	Count	SE2	2.00	2.00
2015-07-30	OnTimePerformance	Count	VA1	2.00	2.00
2015-11-06	OnTimePerformance	Count	KE3	2.00	2.00
2015-05-30	OnTimePerformance	Count	BR3	2.00	1.00
2015-08-27	OnTimePerformance	Count	PVT	13.00	7.00
2015-10-13	OnTimePerformance	Count	SR3	2.00	1.00
2014-10-20	OnTimePerformance	Count	FAC	2.00	2.00
2015-07-20	OnTimePerformance	Count	LOG	525.00	326.00
2015-06-05	OnTimePerformance	Count	MID	14.00	14.00
2015-05-23	OnTimePerformance	Count	SK2	1.00	1.00
2014-10-08	OnTimePerformance	Count	LOG	454.00	328.00
2015-02-25	OnTimePerformance	Count	PVT	23.00	15.00
2014-10-10	OnTimePerformance	Count	SR3	4.00	0.00
2015-06-05	OnTimePerformance	Count	PVT	18.00	12.00
2015-03-31	OnTimePerformance	Count	PB1	4.00	4.00
2015-03-14	OnTimePerformance	Count	PVT	7.00	3.00
2015-07-06	OnTimePerformance	Count	LOG	485.00	341.00
2015-01-10	OnTimePerformance	Count	PVT	4.00	1.00
2015-08-18	OnTimePerformance	Count	MP1	1.00	0.00
2015-05-27	OnTimePerformance	Count	CDR	48.00	33.00
2015-03-27	OnTimePerformance	Count	PB1	2.00	2.00
2015-02-10	OnTimePerformance	Count	MID	9.00	9.00
2015-05-04	OnTimePerformance	Count	PVT	7.00	0.00
2015-02-19	OnTimePerformance	Count	BR7	4.00	2.00
2015-09-18	OnTimePerformance	Count	CDR	34.00	21.00
2015-06-08	OnTimePerformance	Count	SE2	2.00	1.00
2015-03-31	OnTimePerformance	Count	SR3	5.00	5.00
2015-02-02	OnTimePerformance	Count	SR3	5.00	2.00
2014-12-15	OnTimePerformance	Count	BR7	4.00	4.00
2015-06-30	OnTimePerformance	Count	SY4	4.00	1.00
2015-06-04	OnTimePerformance	Count	LOG	537.00	415.00
2015-03-10	OnTimePerformance	Count	FAC	2.00	2.00
2015-08-02	OnTimePerformance	Count	LOG	62.00	44.00
2014-11-03	OnTimePerformance	Count	ND2	2.00	2.00
2015-04-01	OnTimePerformance	Count	LOG	377.00	287.00
2015-03-06	OnTimePerformance	Count	SY4	3.00	2.00
2014-10-24	OnTimePerformance	Count	HE6	2.00	0.00
2015-11-12	OnTimePerformance	Count	CDS	10.00	7.00
2015-07-29	OnTimePerformance	Count	ND2	2.00	1.00
2015-10-10	OnTimePerformance	Count	PVT	4.00	3.00
2015-03-26	OnTimePerformance	Count	WC1	2.00	2.00
2014-09-11	OnTimePerformance	Count	LOG	5.00	1.00
2015-07-16	OnTimePerformance	Count	KE3	2.00	2.00
2014-12-19	OnTimePerformance	Count	SR3	2.00	1.00
2015-06-06	OnTimePerformance	Count	LOG	102.00	55.00
2015-09-26	OnTimePerformance	Count	MR4	2.00	0.00
2015-07-02	OnTimePerformance	Count	PVT	12.00	8.00
2015-03-20	OnTimePerformance	Count	SY4	3.00	1.00
2014-11-04	OnTimePerformance	Count	SE2	3.00	3.00
2015-02-06	OnTimePerformance	Count	SR1	6.00	5.00
2015-08-25	OnTimePerformance	Count	MP1	2.00	1.00
2015-04-07	OnTimePerformance	Count	CDR	8.00	5.00
2014-11-21	OnTimePerformance	Count	PVT	6.00	4.00
2015-06-03	OnTimePerformance	Count	CDR	44.00	28.00
2015-02-03	OnTimePerformance	Count	MID	15.00	13.00
2015-04-08	OnTimePerformance	Count	VA1	1.00	1.00
2014-12-22	OnTimePerformance	Count	LOG	427.00	310.00
2015-02-09	OnTimePerformance	Count	SR3	6.00	4.00
2015-11-24	OnTimePerformance	Count	PVT	1.00	1.00
2015-01-26	OnTimePerformance	Count	RR6	2.00	2.00
2015-11-16	OnTimePerformance	Count	CDR	46.00	33.00
2015-01-23	OnTimePerformance	Count	SR1	2.00	1.00
2014-10-18	OnTimePerformance	Count	RR6	1.00	1.00
2015-09-02	OnTimePerformance	Count	PB1	2.00	1.00
2015-11-05	OnTimePerformance	Count	CDS	10.00	6.00
2015-11-21	OnTimePerformance	Count	SE2	4.00	3.00
2015-06-17	OnTimePerformance	Count	SE2	2.00	0.00
2015-04-29	OnTimePerformance	Count	PVT	13.00	6.00
2015-10-03	OnTimePerformance	Count	PVT	8.00	2.00
2015-07-21	OnTimePerformance	Count	BR7	2.00	2.00
2015-10-08	OnTimePerformance	Count	PB1	2.00	2.00
2015-08-07	OnTimePerformance	Count	PVT	15.00	10.00
2015-07-30	OnTimePerformance	Count	SE2	4.00	2.00
2015-08-20	OnTimePerformance	Count	SR1	1.00	1.00
2014-12-09	OnTimePerformance	Count	SR1	2.00	2.00
2015-08-21	OnTimePerformance	Count	PVT	22.00	8.00
2015-09-07	OnTimePerformance	Count	LOG	63.00	44.00
2015-11-03	OnTimePerformance	Count	LOG	373.00	278.00
2014-12-17	OnTimePerformance	Count	PB1	2.00	0.00
2015-09-23	OnTimePerformance	Count	LOG	458.00	313.00
2015-08-27	OnTimePerformance	Count	SK2	2.00	2.00
2015-01-23	OnTimePerformance	Count	OH2	4.00	4.00
2014-10-08	OnTimePerformance	Count	SE2	4.00	2.00
2014-10-21	OnTimePerformance	Count	PB1	1.00	1.00
2015-09-15	OnTimePerformance	Count	SR3	2.00	2.00
2014-11-16	OnTimePerformance	Count	LOG	60.00	30.00
2015-11-23	OnTimePerformance	Count	SE2	4.00	3.00
2015-08-11	OnTimePerformance	Count	LOG	470.00	341.00
2015-02-26	OnTimePerformance	Count	CDS	17.00	13.00
2014-11-20	OnTimePerformance	Count	SE2	6.00	3.00
2015-06-15	OnTimePerformance	Count	LOG	501.00	324.00
2015-09-17	OnTimePerformance	Count	WC1	4.00	4.00
2014-12-18	OnTimePerformance	Count	MP1	1.00	1.00
2015-08-11	OnTimePerformance	Count	CDS	6.00	3.00
2015-06-11	OnTimePerformance	Count	ND2	2.00	1.00
2014-11-11	OnTimePerformance	Count	MID	1.00	0.00
2015-10-07	OnTimePerformance	Count	CDS	8.00	7.00
2015-07-13	OnTimePerformance	Count	WC1	2.00	1.00
2015-04-10	OnTimePerformance	Count	HE6	2.00	0.00
2015-11-02	OnTimePerformance	Count	KE3	2.00	2.00
2015-07-27	OnTimePerformance	Count	WC1	2.00	2.00
2015-07-11	OnTimePerformance	Count	PVT	6.00	3.00
2015-02-25	OnTimePerformance	Count	SR3	6.00	4.00
2015-05-15	OnTimePerformance	Count	PVT	15.00	8.00
2015-10-19	OnTimePerformance	Count	PVT	18.00	10.00
2014-12-30	OnTimePerformance	Count	SR3	7.00	2.00
2015-06-05	OnTimePerformance	Count	SR3	6.00	4.00
2015-11-25	OnTimePerformance	Count	CDR	7.00	3.00
2015-03-12	OnTimePerformance	Count	LOG	491.00	322.00
2015-08-17	OnTimePerformance	Count	CDR	20.00	15.00
2015-07-28	OnTimePerformance	Count	MID	1.00	0.00
2015-04-09	OnTimePerformance	Count	WC1	2.00	2.00
2015-04-06	OnTimePerformance	Count	MP1	2.00	0.00
2015-09-22	OnTimePerformance	Count	SR3	1.00	0.00
2015-02-19	OnTimePerformance	Count	HE6	2.00	1.00
2015-04-30	OnTimePerformance	Count	CDR	15.00	8.00
2015-04-01	OnTimePerformance	Count	SS1	2.00	1.00
2015-02-26	OnTimePerformance	Count	BR7	2.00	2.00
2015-06-26	OnTimePerformance	Count	CDR	10.00	7.00
2014-11-13	OnTimePerformance	Count	PR1	1.00	1.00
2014-12-16	OnTimePerformance	Count	HL1	1.00	0.00
2015-09-30	OnTimePerformance	Count	LOG	366.00	236.00
2014-12-28	OnTimePerformance	Count	SR3	2.00	0.00
2015-04-02	OnTimePerformance	Count	CDY	4.00	3.00
2015-08-04	OnTimePerformance	Count	LOG	477.00	373.00
2015-08-04	OnTimePerformance	Count	CDS	8.00	5.00
2015-09-30	OnTimePerformance	Count	CDS	7.00	1.00
2015-11-21	OnTimePerformance	Count	LOG	38.00	24.00
2015-01-05	OnTimePerformance	Count	LOG	445.00	278.00
2015-04-13	OnTimePerformance	Count	SR1	2.00	0.00
2015-07-04	OnTimePerformance	Count	PVT	7.00	4.00
2015-06-12	OnTimePerformance	Count	CDR	12.00	10.00
2015-07-20	OnTimePerformance	Count	WC1	1.00	0.00
2014-11-09	OnTimePerformance	Count	LOG	65.00	10.00
2014-12-31	OnTimePerformance	Count	MID	5.00	5.00
2015-03-04	OnTimePerformance	Count	CDR	8.00	7.00
2015-10-12	OnTimePerformance	Count	PVT	15.00	7.00
2015-06-05	OnTimePerformance	Count	KE3	2.00	1.00
2015-04-17	OnTimePerformance	Count	LOG	439.00	324.00
2015-08-14	OnTimePerformance	Count	ND2	2.00	1.00
2015-05-12	OnTimePerformance	Count	MP1	3.00	3.00
2015-05-29	OnTimePerformance	Count	SR3	6.00	4.00
2015-07-18	OnTimePerformance	Count	PVT	12.00	6.00
2015-09-23	OnTimePerformance	Count	CDS	5.00	3.00
2015-02-17	OnTimePerformance	Count	FA1	2.00	0.00
2015-06-22	OnTimePerformance	Count	LOG	504.00	359.00
2015-08-22	OnTimePerformance	Count	SE2	2.00	1.00
2015-09-12	OnTimePerformance	Count	SR1	2.00	1.00
2015-06-26	OnTimePerformance	Count	SE2	3.00	3.00
2014-12-21	OnTimePerformance	Count	PVT	1.00	0.00
2014-10-25	OnTimePerformance	Count	PVT	2.00	1.00
2015-03-07	OnTimePerformance	Count	LOG	83.00	44.00
2015-04-28	OnTimePerformance	Count	MID	21.00	20.00
2015-05-24	OnTimePerformance	Count	PVT	1.00	1.00
2015-06-09	OnTimePerformance	Count	WC1	2.00	2.00
2015-10-28	OnTimePerformance	Count	PVT	15.00	12.00
2015-11-17	OnTimePerformance	Count	SR1	2.00	1.00
2015-05-08	OnTimePerformance	Count	ND2	4.00	4.00
2015-07-24	OnTimePerformance	Count	SK2	2.00	0.00
2015-09-01	OnTimePerformance	Count	PVT	15.00	11.00
2014-10-24	OnTimePerformance	Count	MRC	1.00	0.00
2015-10-20	OnTimePerformance	Count	SE2	2.00	1.00
2014-10-30	OnTimePerformance	Count	PB1	3.00	2.00
2015-10-16	OnTimePerformance	Count	LOG	384.00	254.00
2015-06-23	OnTimePerformance	Count	WC1	2.00	2.00
2015-08-20	OnTimePerformance	Count	LOG	440.00	356.00
2014-11-17	OnTimePerformance	Count	SR3	2.00	2.00
2015-04-16	OnTimePerformance	Count	KE3	2.00	2.00
2015-03-27	OnTimePerformance	Count	BR3	2.00	1.00
2014-10-06	OnTimePerformance	Count	LOG	396.00	229.00
2015-01-23	OnTimePerformance	Count	LOG	409.00	308.00
2015-04-06	OnTimePerformance	Count	SK2	4.00	3.00
2015-03-25	OnTimePerformance	Count	SE2	2.00	1.00
2015-10-22	OnTimePerformance	Count	CDR	40.00	27.00
2015-03-09	OnTimePerformance	Count	MID	6.00	5.00
2015-10-27	OnTimePerformance	Count	SE2	4.00	2.00
2015-03-18	OnTimePerformance	Count	CDR	6.00	3.00
2015-04-26	OnTimePerformance	Count	LOG	53.00	35.00
2015-06-17	OnTimePerformance	Count	MID	16.00	13.00
2015-11-10	OnTimePerformance	Count	MP1	4.00	3.00
2015-07-13	OnTimePerformance	Count	PVT	15.00	9.00
2015-08-13	OnTimePerformance	Count	LOG	501.00	370.00
2014-12-02	OnTimePerformance	Count	LOG	381.00	269.00
2015-11-04	OnTimePerformance	Count	PVT	13.00	5.00
2014-11-24	OnTimePerformance	Count	SR3	4.00	1.00
