measurement_date	name	metric_type	agency	numerator	denominator
2015-03-02	TripsBilledMatched	Count	SY4	0.00	NULL
2015-06-24	TripsBilledMatched	Count	PB1	2.00	NULL
2015-11-03	TripsBilledMatched	Count	CDR	0.00	NULL
2015-10-16	TripsBilledMatched	Count	PVT	3.00	NULL
2015-03-13	TripsBilledMatched	Count	CDR	6.00	NULL
2015-05-12	TripsBilledMatched	Count	FAC	0.00	NULL
2015-10-03	TripsBilledMatched	Count	SR1	0.00	NULL
2015-02-25	TripsBilledMatched	Count	MR5	4.00	NULL
2015-04-16	TripsBilledMatched	Count	PVT	3.00	NULL
2015-02-09	TripsBilledMatched	Count	PB1	1.00	NULL
2015-08-08	TripsBilledMatched	Count	PVT	1.00	NULL
2015-01-23	TripsBilledMatched	Count	PVT	7.00	NULL
2015-01-02	TripsBilledMatched	Count	LOG	354.00	NULL
2015-02-20	TripsBilledMatched	Count	SR3	1.00	NULL
2015-08-25	TripsBilledMatched	Count	MR4	0.00	NULL
2015-10-01	TripsBilledMatched	Count	CDR	0.00	NULL
2015-03-05	TripsBilledMatched	Count	ND2	2.00	NULL
2015-02-03	TripsBilledMatched	Count	SR3	4.00	NULL
2015-06-23	TripsBilledMatched	Count	CDR	11.00	NULL
2015-05-14	TripsBilledMatched	Count	SR3	2.00	NULL
2015-02-23	TripsBilledMatched	Count	MID	8.00	NULL
2015-01-20	TripsBilledMatched	Count	SR3	4.00	NULL
2015-04-21	TripsBilledMatched	Count	SY4	0.00	NULL
2015-03-26	TripsBilledMatched	Count	LOG	404.00	NULL
2015-07-30	TripsBilledMatched	Count	SY4	2.00	NULL
2015-01-13	TripsBilledMatched	Count	LE2	0.00	NULL
2015-01-12	TripsBilledMatched	Count	ND2	0.00	NULL
2015-10-28	TripsBilledMatched	Count	LOG	391.00	NULL
2015-10-20	TripsBilledMatched	Count	KE3	0.00	NULL
2015-08-21	TripsBilledMatched	Count	BR3	0.00	NULL
2015-05-28	TripsBilledMatched	Count	SE2	4.00	NULL
2015-08-06	TripsBilledMatched	Count	LOG	453.00	NULL
2015-05-28	TripsBilledMatched	Count	MRC	2.00	NULL
2015-07-01	TripsBilledMatched	Count	BR7	2.00	NULL
2015-01-19	TripsBilledMatched	Count	HE6	0.00	NULL
2015-07-02	TripsBilledMatched	Count	ND2	2.00	NULL
2015-03-25	TripsBilledMatched	Count	LE2	0.00	NULL
2015-07-10	TripsBilledMatched	Count	CDR	30.00	NULL
2015-10-11	TripsBilledMatched	Count	LOG	44.00	NULL
2015-04-28	TripsBilledMatched	Count	CDS	29.00	NULL
2015-09-04	TripsBilledMatched	Count	SE2	6.00	NULL
2015-11-20	TripsBilledMatched	Count	PVT	0.00	NULL
2015-04-17	TripsBilledMatched	Count	CDR	5.00	NULL
2015-03-11	TripsBilledMatched	Count	PVT	13.00	NULL
2015-07-22	TripsBilledMatched	Count	LOG	425.00	NULL
2015-06-02	TripsBilledMatched	Count	CDP	2.00	NULL
2015-06-25	TripsBilledMatched	Count	CDR	18.00	NULL
2015-10-08	TripsBilledMatched	Count	HL1	2.00	NULL
2015-09-01	TripsBilledMatched	Count	SR1	0.00	NULL
2015-03-17	TripsBilledMatched	Count	CDR	6.00	NULL
2015-07-22	TripsBilledMatched	Count	CDS	16.00	NULL
2015-04-13	TripsBilledMatched	Count	CDS	35.00	NULL
2015-09-12	TripsBilledMatched	Count	PVT	2.00	NULL
2015-11-20	TripsBilledMatched	Count	MID	0.00	NULL
2015-06-21	TripsBilledMatched	Count	PVT	0.00	NULL
2015-05-14	TripsBilledMatched	Count	LOG	487.00	NULL
2015-09-29	TripsBilledMatched	Count	MR4	0.00	NULL
2015-10-23	TripsBilledMatched	Count	SY4	0.00	NULL
2015-02-06	TripsBilledMatched	Count	LOG	298.00	NULL
2015-11-09	TripsBilledMatched	Count	ND2	0.00	NULL
2015-03-17	TripsBilledMatched	Count	SR1	4.00	NULL
2015-11-05	TripsBilledMatched	Count	CDR	0.00	NULL
2015-02-20	TripsBilledMatched	Count	LOG	321.00	NULL
2015-08-14	TripsBilledMatched	Count	CDR	14.00	NULL
2015-06-09	TripsBilledMatched	Count	KE3	0.00	NULL
2015-11-13	TripsBilledMatched	Count	LOG	358.00	NULL
2015-08-07	TripsBilledMatched	Count	SR3	4.00	NULL
2015-03-30	TripsBilledMatched	Count	MID	8.00	NULL
2015-04-13	TripsBilledMatched	Count	LOG	373.00	NULL
2015-05-22	TripsBilledMatched	Count	SR1	2.00	NULL
2015-10-19	TripsBilledMatched	Count	CDR	0.00	NULL
2015-05-13	TripsBilledMatched	Count	MP1	0.00	NULL
2015-03-11	TripsBilledMatched	Count	CDS	41.00	NULL
2015-11-21	TripsBilledMatched	Count	SR1	0.00	NULL
2015-04-10	TripsBilledMatched	Count	MP1	0.00	NULL
2015-10-15	TripsBilledMatched	Count	SR3	0.00	NULL
2015-10-24	TripsBilledMatched	Count	SE2	0.00	NULL
2015-07-03	TripsBilledMatched	Count	CDS	2.00	NULL
2015-04-01	TripsBilledMatched	Count	MID	12.00	NULL
2015-02-09	TripsBilledMatched	Count	SR1	2.00	NULL
2015-01-29	TripsBilledMatched	Count	SE2	8.00	NULL
2015-07-24	TripsBilledMatched	Count	PVT	12.00	NULL
2015-11-15	TripsBilledMatched	Count	LOG	26.00	NULL
2015-04-22	TripsBilledMatched	Count	SE2	1.00	NULL
2015-09-16	TripsBilledMatched	Count	CDR	10.00	NULL
2015-06-08	TripsBilledMatched	Count	CDR	32.00	NULL
2015-04-11	TripsBilledMatched	Count	LOG	72.00	NULL
2015-02-02	TripsBilledMatched	Count	BR3	2.00	NULL
2015-02-08	TripsBilledMatched	Count	PVT	1.00	NULL
2015-06-02	TripsBilledMatched	Count	LOG	169.00	NULL
2015-10-26	TripsBilledMatched	Count	BR3	0.00	NULL
2015-03-30	TripsBilledMatched	Count	MR5	2.00	NULL
2015-09-09	TripsBilledMatched	Count	SR3	0.00	NULL
2015-03-31	TripsBilledMatched	Count	CDR	9.00	NULL
2015-08-06	TripsBilledMatched	Count	SR3	4.00	NULL
2015-09-26	TripsBilledMatched	Count	LOG	54.00	NULL
2015-04-27	TripsBilledMatched	Count	CDS	32.00	NULL
2015-05-18	TripsBilledMatched	Count	MID	21.00	NULL
2015-05-14	TripsBilledMatched	Count	HE6	2.00	NULL
2015-04-20	TripsBilledMatched	Count	SY4	2.00	NULL
2015-07-23	TripsBilledMatched	Count	SR3	2.00	NULL
2015-10-28	TripsBilledMatched	Count	MP1	0.00	NULL
2015-08-09	TripsBilledMatched	Count	PVT	3.00	NULL
2015-09-28	TripsBilledMatched	Count	LOG	394.00	NULL
2015-06-04	TripsBilledMatched	Count	MR4	2.00	NULL
2015-06-04	TripsBilledMatched	Count	PVT	6.00	NULL
2015-03-19	TripsBilledMatched	Count	SE2	2.00	NULL
2015-04-27	TripsBilledMatched	Count	LOG	402.00	NULL
2015-04-22	TripsBilledMatched	Count	BR7	2.00	NULL
2015-06-23	TripsBilledMatched	Count	PB1	2.00	NULL
2015-11-02	TripsBilledMatched	Count	CDR	0.00	NULL
2015-03-27	TripsBilledMatched	Count	PVT	9.00	NULL
2015-10-01	TripsBilledMatched	Count	PB1	0.00	NULL
2015-05-22	TripsBilledMatched	Count	SS1	0.00	NULL
2015-11-19	TripsBilledMatched	Count	PVT	0.00	NULL
2015-08-28	TripsBilledMatched	Count	PVT	8.00	NULL
2015-04-10	TripsBilledMatched	Count	LOG	383.00	NULL
2015-04-29	TripsBilledMatched	Count	LOG	452.00	NULL
2015-04-15	TripsBilledMatched	Count	MID	20.00	NULL
2015-06-22	TripsBilledMatched	Count	WC1	1.00	NULL
2015-09-25	TripsBilledMatched	Count	SR3	0.00	NULL
2015-05-16	TripsBilledMatched	Count	LOG	93.00	NULL
2015-07-13	TripsBilledMatched	Count	SS1	0.00	NULL
2015-10-07	TripsBilledMatched	Count	SE2	0.00	NULL
2015-11-17	TripsBilledMatched	Count	CDS	0.00	NULL
2015-06-09	TripsBilledMatched	Count	SY4	2.00	NULL
2015-08-03	TripsBilledMatched	Count	ND2	2.00	NULL
2015-03-29	TripsBilledMatched	Count	PVT	1.00	NULL
2015-01-08	TripsBilledMatched	Count	PB1	2.00	NULL
2015-10-29	TripsBilledMatched	Count	LOG	434.00	NULL
2015-10-09	TripsBilledMatched	Count	SE2	0.00	NULL
2015-01-05	TripsBilledMatched	Count	PVT	5.00	NULL
2015-01-09	TripsBilledMatched	Count	SS1	0.00	NULL
2015-02-10	TripsBilledMatched	Count	PB1	2.00	NULL
2015-05-22	TripsBilledMatched	Count	CDR	39.00	NULL
2015-02-04	TripsBilledMatched	Count	MP1	0.00	NULL
2015-05-04	TripsBilledMatched	Count	PB1	0.00	NULL
2015-02-22	TripsBilledMatched	Count	LOG	40.00	NULL
2015-05-29	TripsBilledMatched	Count	MP1	0.00	NULL
2015-02-05	TripsBilledMatched	Count	LOG	370.00	NULL
2015-07-25	TripsBilledMatched	Count	SK2	2.00	NULL
2015-06-18	TripsBilledMatched	Count	MR5	2.00	NULL
2015-07-16	TripsBilledMatched	Count	SE2	3.00	NULL
2015-05-30	TripsBilledMatched	Count	LOG	83.00	NULL
2015-08-13	TripsBilledMatched	Count	CDR	10.00	NULL
2015-11-16	TripsBilledMatched	Count	MP1	0.00	NULL
2015-10-17	TripsBilledMatched	Count	PVT	5.00	NULL
2015-10-14	TripsBilledMatched	Count	PVT	10.00	NULL
2015-04-14	TripsBilledMatched	Count	SR3	6.00	NULL
2015-04-23	TripsBilledMatched	Count	SE2	2.00	NULL
2015-07-15	TripsBilledMatched	Count	SE2	1.00	NULL
2015-03-12	TripsBilledMatched	Count	CR5	0.00	NULL
2015-07-06	TripsBilledMatched	Count	SR3	2.00	NULL
2015-01-07	TripsBilledMatched	Count	MID	13.00	NULL
2015-07-11	TripsBilledMatched	Count	KE3	0.00	NULL
2015-03-23	TripsBilledMatched	Count	SE2	3.00	NULL
2015-07-01	TripsBilledMatched	Count	SE2	4.00	NULL
2015-03-02	TripsBilledMatched	Count	MRC	1.00	NULL
2015-11-02	TripsBilledMatched	Count	PVT	2.00	NULL
2015-09-25	TripsBilledMatched	Count	LOG	369.00	NULL
2015-04-07	TripsBilledMatched	Count	CDY	4.00	NULL
2015-03-30	TripsBilledMatched	Count	CDR	9.00	NULL
2015-03-06	TripsBilledMatched	Count	FE4	0.00	NULL
2015-04-21	TripsBilledMatched	Count	NB1	1.00	NULL
2015-09-02	TripsBilledMatched	Count	FE4	0.00	NULL
2015-05-20	TripsBilledMatched	Count	PB1	2.00	NULL
2015-06-25	TripsBilledMatched	Count	SY4	2.00	NULL
2015-09-21	TripsBilledMatched	Count	ND2	2.00	NULL
2015-05-20	TripsBilledMatched	Count	MR4	0.00	NULL
2015-01-14	TripsBilledMatched	Count	TL1	0.00	NULL
2015-05-20	TripsBilledMatched	Count	PVT	4.00	NULL
2015-08-05	TripsBilledMatched	Count	MP1	0.00	NULL
2015-09-08	TripsBilledMatched	Count	SR3	2.00	NULL
2015-08-13	TripsBilledMatched	Count	KE3	2.00	NULL
2015-02-03	TripsBilledMatched	Count	CRA	2.00	NULL
2015-07-04	TripsBilledMatched	Count	LOG	79.00	NULL
2015-03-12	TripsBilledMatched	Count	PVT	13.00	NULL
2015-09-03	TripsBilledMatched	Count	SE2	8.00	NULL
2015-05-22	TripsBilledMatched	Count	KE3	0.00	NULL
2015-02-20	TripsBilledMatched	Count	MP1	0.00	NULL
2015-03-31	TripsBilledMatched	Count	MID	12.00	NULL
2015-02-28	TripsBilledMatched	Count	KE3	0.00	NULL
2015-07-09	TripsBilledMatched	Count	MID	0.00	NULL
2015-01-16	TripsBilledMatched	Count	LE2	0.00	NULL
2015-09-13	TripsBilledMatched	Count	PVT	0.00	NULL
2015-11-14	TripsBilledMatched	Count	LOG	40.00	NULL
2015-09-17	TripsBilledMatched	Count	SG2	0.00	NULL
2015-09-30	TripsBilledMatched	Count	PVT	7.00	NULL
2015-11-23	TripsBilledMatched	Count	KE3	0.00	NULL
2015-03-23	TripsBilledMatched	Count	BR3	2.00	NULL
2015-10-13	TripsBilledMatched	Count	MP1	0.00	NULL
2015-08-06	TripsBilledMatched	Count	CDS	6.00	NULL
2015-02-19	TripsBilledMatched	Count	LOG	259.00	NULL
2015-07-22	TripsBilledMatched	Count	MP1	0.00	NULL
2015-08-24	TripsBilledMatched	Count	BR3	0.00	NULL
2015-04-28	TripsBilledMatched	Count	SR3	0.00	NULL
2015-02-27	TripsBilledMatched	Count	SR1	2.00	NULL
2015-08-29	TripsBilledMatched	Count	KE3	2.00	NULL
2015-05-30	TripsBilledMatched	Count	MP1	0.00	NULL
2015-01-13	TripsBilledMatched	Count	SE2	4.00	NULL
2015-09-09	TripsBilledMatched	Count	BR3	0.00	NULL
2015-10-30	TripsBilledMatched	Count	LOG	347.00	NULL
2015-05-04	TripsBilledMatched	Count	CDR	43.00	NULL
2015-03-16	TripsBilledMatched	Count	KE3	2.00	NULL
2015-04-14	TripsBilledMatched	Count	MID	17.00	NULL
2015-03-20	TripsBilledMatched	Count	SE2	2.00	NULL
2015-03-11	TripsBilledMatched	Count	SR3	2.00	NULL
2015-06-02	TripsBilledMatched	Count	SR3	2.00	NULL
2015-11-21	TripsBilledMatched	Count	PB1	0.00	NULL
2015-10-29	TripsBilledMatched	Count	MP1	0.00	NULL
2015-10-22	TripsBilledMatched	Count	MRC	0.00	NULL
2015-04-16	TripsBilledMatched	Count	MID	18.00	NULL
2015-02-23	TripsBilledMatched	Count	CDS	31.00	NULL
2015-05-21	TripsBilledMatched	Count	CDR	31.00	NULL
2015-08-08	TripsBilledMatched	Count	LOG	72.00	NULL
2015-07-25	TripsBilledMatched	Count	PVT	7.00	NULL
2015-11-16	TripsBilledMatched	Count	LOG	403.00	NULL
2015-05-17	TripsBilledMatched	Count	LOG	25.00	NULL
2015-08-22	TripsBilledMatched	Count	LE2	0.00	NULL
2015-08-25	TripsBilledMatched	Count	LOG	360.00	NULL
2015-11-16	TripsBilledMatched	Count	PVT	0.00	NULL
2015-02-27	TripsBilledMatched	Count	CDR	6.00	NULL
2015-11-24	TripsBilledMatched	Count	SS1	0.00	NULL
2015-09-14	TripsBilledMatched	Count	CDR	11.00	NULL
2015-07-06	TripsBilledMatched	Count	CDS	6.00	NULL
2015-10-28	TripsBilledMatched	Count	CDS	0.00	NULL
2015-02-06	TripsBilledMatched	Count	PVT	4.00	NULL
2015-03-09	TripsBilledMatched	Count	LOG	369.00	NULL
2015-02-23	TripsBilledMatched	Count	PVT	3.00	NULL
2015-05-22	TripsBilledMatched	Count	PB1	2.00	NULL
2015-04-06	TripsBilledMatched	Count	MRC	0.00	NULL
2015-09-22	TripsBilledMatched	Count	BR7	2.00	NULL
2015-02-06	TripsBilledMatched	Count	MID	10.00	NULL
2015-08-17	TripsBilledMatched	Count	SE2	2.00	NULL
2015-01-15	TripsBilledMatched	Count	SE2	2.00	NULL
2015-07-02	TripsBilledMatched	Count	WS3	0.00	NULL
2015-04-13	TripsBilledMatched	Count	SR3	2.00	NULL
2015-08-13	TripsBilledMatched	Count	PB1	2.00	NULL
2015-05-06	TripsBilledMatched	Count	SR1	2.00	NULL
2015-09-07	TripsBilledMatched	Count	BR3	0.00	NULL
2015-03-28	TripsBilledMatched	Count	LOG	57.00	NULL
2015-05-19	TripsBilledMatched	Count	PVT	2.00	NULL
2015-02-25	TripsBilledMatched	Count	MID	12.00	NULL
2015-09-05	TripsBilledMatched	Count	SE2	2.00	NULL
2015-07-20	TripsBilledMatched	Count	CDS	10.00	NULL
2015-08-07	TripsBilledMatched	Count	BR3	0.00	NULL
2015-09-27	TripsBilledMatched	Count	LOG	19.00	NULL
2015-04-01	TripsBilledMatched	Count	CDR	7.00	NULL
2015-08-19	TripsBilledMatched	Count	SE2	8.00	NULL
2015-11-05	TripsBilledMatched	Count	SR1	0.00	NULL
2015-05-07	TripsBilledMatched	Count	KE3	0.00	NULL
2015-06-19	TripsBilledMatched	Count	PVT	6.00	NULL
2015-09-27	TripsBilledMatched	Count	PVT	3.00	NULL
2015-10-27	TripsBilledMatched	Count	MP1	0.00	NULL
2015-09-17	TripsBilledMatched	Count	PB1	0.00	NULL
2015-06-10	TripsBilledMatched	Count	SR1	2.00	NULL
2015-10-13	TripsBilledMatched	Count	LOG	418.00	NULL
2015-07-17	TripsBilledMatched	Count	TL1	0.00	NULL
2015-08-15	TripsBilledMatched	Count	SY4	0.00	NULL
2015-03-03	TripsBilledMatched	Count	SE2	2.00	NULL
2015-03-16	TripsBilledMatched	Count	PB1	0.00	NULL
2015-04-30	TripsBilledMatched	Count	HE6	2.00	NULL
2015-07-09	TripsBilledMatched	Count	CDR	27.00	NULL
2015-07-14	TripsBilledMatched	Count	SE2	7.00	NULL
2015-08-22	TripsBilledMatched	Count	LOG	66.00	NULL
2015-01-09	TripsBilledMatched	Count	SS4	0.00	NULL
2015-03-30	TripsBilledMatched	Count	PVT	9.00	NULL
2015-01-06	TripsBilledMatched	Count	MID	9.00	NULL
2015-03-13	TripsBilledMatched	Count	PVT	10.00	NULL
2015-04-29	TripsBilledMatched	Count	SR3	2.00	NULL
2015-05-05	TripsBilledMatched	Count	SY4	0.00	NULL
2015-11-12	TripsBilledMatched	Count	MP1	0.00	NULL
2015-06-30	TripsBilledMatched	Count	SE2	4.00	NULL
2015-07-22	TripsBilledMatched	Count	CR5	2.00	NULL
2015-07-22	TripsBilledMatched	Count	PVT	16.00	NULL
2015-08-18	TripsBilledMatched	Count	ND2	3.00	NULL
2015-10-15	TripsBilledMatched	Count	CDS	0.00	NULL
2015-04-28	TripsBilledMatched	Count	HE6	2.00	NULL
2015-08-13	TripsBilledMatched	Count	SR1	0.00	NULL
2015-02-15	TripsBilledMatched	Count	BR7	0.00	NULL
2015-01-06	TripsBilledMatched	Count	PVT	3.00	NULL
2015-08-05	TripsBilledMatched	Count	LOG	454.00	NULL
2015-05-28	TripsBilledMatched	Count	CDY	4.00	NULL
2015-04-30	TripsBilledMatched	Count	LOG	427.00	NULL
2015-01-20	TripsBilledMatched	Count	PVT	8.00	NULL
2015-04-04	TripsBilledMatched	Count	SY4	2.00	NULL
2015-09-04	TripsBilledMatched	Count	MRC	1.00	NULL
2015-07-11	TripsBilledMatched	Count	SG2	2.00	NULL
2015-02-26	TripsBilledMatched	Count	CDR	12.00	NULL
2015-04-26	TripsBilledMatched	Count	FA1	0.00	NULL
2015-09-10	TripsBilledMatched	Count	LOG	427.00	NULL
2015-11-11	TripsBilledMatched	Count	ND2	0.00	NULL
2015-10-15	TripsBilledMatched	Count	PVT	1.00	NULL
2015-05-20	TripsBilledMatched	Count	CDR	43.00	NULL
2015-05-25	TripsBilledMatched	Count	MRC	2.00	NULL
2015-08-10	TripsBilledMatched	Count	PVT	14.00	NULL
2015-04-27	TripsBilledMatched	Count	TG2	0.00	NULL
2015-09-15	TripsBilledMatched	Count	PB1	0.00	NULL
2015-10-13	TripsBilledMatched	Count	CDS	0.00	NULL
2015-08-28	TripsBilledMatched	Count	SK2	2.00	NULL
2015-05-11	TripsBilledMatched	Count	SE2	13.00	NULL
2015-05-11	TripsBilledMatched	Count	MRC	2.00	NULL
2015-05-19	TripsBilledMatched	Count	MID	19.00	NULL
2015-02-22	TripsBilledMatched	Count	PVT	0.00	NULL
2015-11-03	TripsBilledMatched	Count	PVT	0.00	NULL
2015-03-18	TripsBilledMatched	Count	VA1	0.00	NULL
2015-01-29	TripsBilledMatched	Count	HL1	1.00	NULL
2015-05-04	TripsBilledMatched	Count	KE3	0.00	NULL
2015-11-10	TripsBilledMatched	Count	MR5	0.00	NULL
2015-05-20	TripsBilledMatched	Count	MRC	2.00	NULL
2015-03-31	TripsBilledMatched	Count	SE2	2.00	NULL
2015-11-23	TripsBilledMatched	Count	MP1	0.00	NULL
2015-04-08	TripsBilledMatched	Count	MID	18.00	NULL
2015-06-22	TripsBilledMatched	Count	SE2	4.00	NULL
2015-09-21	TripsBilledMatched	Count	PVT	3.00	NULL
2015-09-30	TripsBilledMatched	Count	SE2	2.00	NULL
2015-10-28	TripsBilledMatched	Count	CDR	0.00	NULL
2015-08-14	TripsBilledMatched	Count	CDS	2.00	NULL
2015-01-29	TripsBilledMatched	Count	CDS	2.00	NULL
2015-08-31	TripsBilledMatched	Count	HE6	2.00	NULL
2015-06-10	TripsBilledMatched	Count	MP1	0.00	NULL
2015-07-31	TripsBilledMatched	Count	LOG	368.00	NULL
2015-07-30	TripsBilledMatched	Count	WC1	2.00	NULL
2015-02-21	TripsBilledMatched	Count	KE3	0.00	NULL
2015-02-13	TripsBilledMatched	Count	QR1	2.00	NULL
2015-06-09	TripsBilledMatched	Count	HE6	1.00	NULL
2015-10-22	TripsBilledMatched	Count	PVT	9.00	NULL
2015-08-20	TripsBilledMatched	Count	CDR	7.00	NULL
2015-08-07	TripsBilledMatched	Count	SY4	0.00	NULL
2015-11-09	TripsBilledMatched	Count	SR3	0.00	NULL
2015-09-16	TripsBilledMatched	Count	CDS	3.00	NULL
2015-02-12	TripsBilledMatched	Count	LOG	417.00	NULL
2015-01-29	TripsBilledMatched	Count	MID	8.00	NULL
2015-11-24	TripsBilledMatched	Count	CDS	0.00	NULL
2015-08-06	TripsBilledMatched	Count	CDR	13.00	NULL
2015-03-01	TripsBilledMatched	Count	LOG	42.00	NULL
2015-09-10	TripsBilledMatched	Count	SG2	0.00	NULL
2015-09-02	TripsBilledMatched	Count	CDS	3.00	NULL
2015-08-12	TripsBilledMatched	Count	TL1	0.00	NULL
2015-05-08	TripsBilledMatched	Count	SR3	0.00	NULL
2015-02-23	TripsBilledMatched	Count	SS1	2.00	NULL
2015-09-28	TripsBilledMatched	Count	BR7	2.00	NULL
2015-02-17	TripsBilledMatched	Count	MID	9.00	NULL
2015-10-24	TripsBilledMatched	Count	PVT	4.00	NULL
2015-08-20	TripsBilledMatched	Count	SK2	2.00	NULL
2015-09-08	TripsBilledMatched	Count	CDR	11.00	NULL
2015-09-08	TripsBilledMatched	Count	SR1	0.00	NULL
2015-09-14	TripsBilledMatched	Count	BR7	4.00	NULL
2015-04-06	TripsBilledMatched	Count	HE6	2.00	NULL
2015-09-19	TripsBilledMatched	Count	LOG	52.00	NULL
2015-10-07	TripsBilledMatched	Count	SR3	0.00	NULL
2015-01-26	TripsBilledMatched	Count	SR3	6.00	NULL
2015-06-11	TripsBilledMatched	Count	PVT	1.00	NULL
2015-03-03	TripsBilledMatched	Count	PVT	9.00	NULL
2015-02-19	TripsBilledMatched	Count	KE3	0.00	NULL
2015-09-11	TripsBilledMatched	Count	SE2	2.00	NULL
2015-07-14	TripsBilledMatched	Count	CDS	12.00	NULL
2015-05-27	TripsBilledMatched	Count	PVT	0.00	NULL
2015-09-24	TripsBilledMatched	Count	CDR	15.00	NULL
2015-06-10	TripsBilledMatched	Count	SR3	0.00	NULL
2015-09-04	TripsBilledMatched	Count	PVT	1.00	NULL
2015-02-25	TripsBilledMatched	Count	SE2	0.00	NULL
2015-09-01	TripsBilledMatched	Count	SR3	0.00	NULL
2015-03-05	TripsBilledMatched	Count	MID	5.00	NULL
2015-03-05	TripsBilledMatched	Count	PVT	7.00	NULL
2015-05-19	TripsBilledMatched	Count	SE2	4.00	NULL
2015-08-20	TripsBilledMatched	Count	KE3	2.00	NULL
2015-06-27	TripsBilledMatched	Count	LOG	107.00	NULL
2015-04-13	TripsBilledMatched	Count	FE4	0.00	NULL
2015-09-09	TripsBilledMatched	Count	PB1	0.00	NULL
2015-08-27	TripsBilledMatched	Count	SE2	4.00	NULL
2015-05-27	TripsBilledMatched	Count	MID	15.00	NULL
2015-06-27	TripsBilledMatched	Count	PVT	2.00	NULL
2015-10-19	TripsBilledMatched	Count	LOG	407.00	NULL
2015-11-07	TripsBilledMatched	Count	LOG	41.00	NULL
2015-05-12	TripsBilledMatched	Count	CDR	38.00	NULL
2015-04-22	TripsBilledMatched	Count	HE6	2.00	NULL
2015-07-21	TripsBilledMatched	Count	SY4	2.00	NULL
2015-09-22	TripsBilledMatched	Count	WC1	0.00	NULL
2015-02-10	TripsBilledMatched	Count	FA1	2.00	NULL
2015-06-22	TripsBilledMatched	Count	TL1	0.00	NULL
2015-06-15	TripsBilledMatched	Count	MID	14.00	NULL
2015-07-30	TripsBilledMatched	Count	CDS	7.00	NULL
2015-06-23	TripsBilledMatched	Count	WS3	2.00	NULL
2015-01-12	TripsBilledMatched	Count	MID	7.00	NULL
2015-03-28	TripsBilledMatched	Count	SE2	0.00	NULL
2015-10-20	TripsBilledMatched	Count	MP1	0.00	NULL
2015-06-29	TripsBilledMatched	Count	PVT	8.00	NULL
2015-08-11	TripsBilledMatched	Count	BR7	2.00	NULL
2015-03-24	TripsBilledMatched	Count	PB1	0.00	NULL
2015-05-13	TripsBilledMatched	Count	PB1	0.00	NULL
2015-06-08	TripsBilledMatched	Count	LOG	445.00	NULL
2015-06-03	TripsBilledMatched	Count	TL1	0.00	NULL
2015-02-03	TripsBilledMatched	Count	SR1	2.00	NULL
2015-02-20	TripsBilledMatched	Count	SR1	2.00	NULL
2015-01-23	TripsBilledMatched	Count	SE2	2.00	NULL
2015-09-16	TripsBilledMatched	Count	LOG	472.00	NULL
2015-01-06	TripsBilledMatched	Count	SE2	2.00	NULL
2015-03-18	TripsBilledMatched	Count	MP1	0.00	NULL
2015-09-18	TripsBilledMatched	Count	CDS	0.00	NULL
2015-07-13	TripsBilledMatched	Count	SR3	4.00	NULL
2015-04-30	TripsBilledMatched	Count	SS1	0.00	NULL
2015-04-24	TripsBilledMatched	Count	MID	34.00	NULL
2015-03-26	TripsBilledMatched	Count	KE3	2.00	NULL
2015-04-27	TripsBilledMatched	Count	SR1	2.00	NULL
2015-01-14	TripsBilledMatched	Count	PVT	3.00	NULL
2015-05-25	TripsBilledMatched	Count	LOG	81.00	NULL
2015-05-08	TripsBilledMatched	Count	PVT	2.00	NULL
2015-10-16	TripsBilledMatched	Count	SE2	0.00	NULL
2015-09-18	TripsBilledMatched	Count	LOG	424.00	NULL
2015-05-22	TripsBilledMatched	Count	CDP	2.00	NULL
2015-08-10	TripsBilledMatched	Count	MRC	0.00	NULL
2015-11-18	TripsBilledMatched	Count	SE2	0.00	NULL
2015-04-26	TripsBilledMatched	Count	MID	2.00	NULL
2015-07-09	TripsBilledMatched	Count	BR7	3.00	NULL
2015-11-09	TripsBilledMatched	Count	PVT	0.00	NULL
2015-08-18	TripsBilledMatched	Count	PVT	8.00	NULL
2015-02-06	TripsBilledMatched	Count	SE2	4.00	NULL
2015-03-10	TripsBilledMatched	Count	SY4	0.00	NULL
2015-01-30	TripsBilledMatched	Count	PVT	5.00	NULL
2015-04-03	TripsBilledMatched	Count	MP1	0.00	NULL
2015-05-05	TripsBilledMatched	Count	CDY	4.00	NULL
2015-05-26	TripsBilledMatched	Count	PE1	2.00	NULL
2015-04-02	TripsBilledMatched	Count	LOG	360.00	NULL
2015-01-20	TripsBilledMatched	Count	MRC	0.00	NULL
2015-04-11	TripsBilledMatched	Count	KE3	0.00	NULL
2015-06-16	TripsBilledMatched	Count	CDR	12.00	NULL
2015-11-03	TripsBilledMatched	Count	SE2	0.00	NULL
2015-07-13	TripsBilledMatched	Count	CDS	6.00	NULL
2015-09-15	TripsBilledMatched	Count	TL1	0.00	NULL
2015-03-25	TripsBilledMatched	Count	CDR	7.00	NULL
2015-03-30	TripsBilledMatched	Count	MRC	0.00	NULL
2015-03-02	TripsBilledMatched	Count	PVT	11.00	NULL
2015-05-07	TripsBilledMatched	Count	SR3	2.00	NULL
2015-02-16	TripsBilledMatched	Count	MID	4.00	NULL
2015-05-12	TripsBilledMatched	Count	KE3	0.00	NULL
2015-08-06	TripsBilledMatched	Count	SY4	0.00	NULL
